ds,country,store,product,y,unique_id
2020-05-02,Canada,Kaggle Learn,Using LLMs to Write Better,119.78507578701904,Canada_Kaggle Learn_Using LLMs to Write Better
2020-05-02,Canada,Kaggle Store,Using LLMs to Improve Your Coding,173.66290480863594,Canada_Kaggle Store_Using LLMs to Improve Your Coding
2020-05-02,Canada,Kaggle Store,Using LLMs to Train More LLMs,201.71257731958764,Canada_Kaggle Store_Using LLMs to Train More LLMs
2020-05-02,Canada,Kaggle Store,Using LLMs to Win Friends and Influence People,33.915983606557376,Canada_Kaggle Store_Using LLMs to Win Friends and Influence People
2020-05-02,Canada,Kaggle Store,Using LLMs to Win More Kaggle Competitions,170.92908723281343,Canada_Kaggle Store_Using LLMs to Win More Kaggle Competitions
2020-05-02,Canada,Kaggle Store,Using LLMs to Write Better,189.8730119284294,Canada_Kaggle Store_Using LLMs to Write Better
2020-05-02,Canada,Kagglazon,Using LLMs to Improve Your Coding,573.4333388925951,Canada_Kagglazon_Using LLMs to Improve Your Coding
2020-05-02,Canada,Kagglazon,Using LLMs to Train More LLMs,672.8840447386442,Canada_Kagglazon_Using LLMs to Train More LLMs
2020-05-02,Canada,Kagglazon,Using LLMs to Win Friends and Influence People,111.47747014115092,Canada_Kagglazon_Using LLMs to Win Friends and Influence People
2020-05-02,Canada,Kagglazon,Using LLMs to Win More Kaggle Competitions,572.2247923620275,Canada_Kagglazon_Using LLMs to Win More Kaggle Competitions
2020-05-02,Canada,Kagglazon,Using LLMs to Write Better,729.4427311292169,Canada_Kagglazon_Using LLMs to Write Better
2020-05-02,Estonia,Kaggle Learn,Using LLMs to Improve Your Coding,54.75101971447994,Estonia_Kaggle Learn_Using LLMs to Improve Your Coding
2020-05-02,Estonia,Kaggle Learn,Using LLMs to Train More LLMs,65.26980056980058,Estonia_Kaggle Learn_Using LLMs to Train More LLMs
2020-05-02,Estonia,Kaggle Learn,Using LLMs to Win Friends and Influence People,9.24705882352941,Estonia_Kaggle Learn_Using LLMs to Win Friends and Influence People
2020-05-02,Estonia,Kaggle Learn,Using LLMs to Win More Kaggle Competitions,55.2248201438849,Estonia_Kaggle Learn_Using LLMs to Win More Kaggle Competitions
2020-05-02,Estonia,Kaggle Learn,Using LLMs to Write Better,57.62629937629937,Estonia_Kaggle Learn_Using LLMs to Write Better
2020-05-02,Estonia,Kaggle Store,Using LLMs to Improve Your Coding,93.31061288868861,Estonia_Kaggle Store_Using LLMs to Improve Your Coding
2020-05-02,Estonia,Kaggle Store,Using LLMs to Train More LLMs,102.50120192307693,Estonia_Kaggle Store_Using LLMs to Train More LLMs
2020-05-02,Estonia,Kaggle Store,Using LLMs to Win Friends and Influence People,16.124685138539043,Estonia_Kaggle Store_Using LLMs to Win Friends and Influence People
2020-05-02,Estonia,Kaggle Store,Using LLMs to Win More Kaggle Competitions,73.72004608294931,Estonia_Kaggle Store_Using LLMs to Win More Kaggle Competitions
2020-05-02,Estonia,Kaggle Store,Using LLMs to Write Better,92.51709006928407,Estonia_Kaggle Store_Using LLMs to Write Better
2020-05-02,Estonia,Kagglazon,Using LLMs to Improve Your Coding,331.6450681099489,Estonia_Kagglazon_Using LLMs to Improve Your Coding
2020-05-02,Estonia,Kagglazon,Using LLMs to Train More LLMs,412.3182520869834,Estonia_Kagglazon_Using LLMs to Train More LLMs
2020-05-02,Estonia,Kagglazon,Using LLMs to Win Friends and Influence People,62.78486055776893,Estonia_Kagglazon_Using LLMs to Win Friends and Influence People
2020-05-02,Estonia,Kagglazon,Using LLMs to Win More Kaggle Competitions,306.160569105691,Estonia_Kagglazon_Using LLMs to Win More Kaggle Competitions
2020-05-02,Estonia,Kagglazon,Using LLMs to Write Better,369.45659722222223,Estonia_Kagglazon_Using LLMs to Write Better
2020-05-02,Japan,Kaggle Learn,Using LLMs to Improve Your Coding,106.36007604562737,Japan_Kaggle Learn_Using LLMs to Improve Your Coding
2020-05-02,Japan,Kaggle Learn,Using LLMs to Train More LLMs,112.51522229381443,Japan_Kaggle Learn_Using LLMs to Train More LLMs
2020-05-02,Japan,Kaggle Learn,Using LLMs to Win Friends and Influence People,16.875,Japan_Kaggle Learn_Using LLMs to Win Friends and Influence People
2020-05-02,Japan,Kaggle Learn,Using LLMs to Win More Kaggle Competitions,97.97376752600633,Japan_Kaggle Learn_Using LLMs to Win More Kaggle Competitions
2020-05-02,Japan,Kaggle Learn,Using LLMs to Write Better,102.21136189747513,Japan_Kaggle Learn_Using LLMs to Write Better
2020-05-02,Japan,Kaggle Store,Using LLMs to Improve Your Coding,153.48713508164278,Japan_Kaggle Store_Using LLMs to Improve Your Coding
2020-05-02,Japan,Kaggle Store,Using LLMs to Train More LLMs,184.84014947062485,Japan_Kaggle Store_Using LLMs to Train More LLMs
2020-05-02,Japan,Kaggle Store,Using LLMs to Win Friends and Influence People,27.623595505617974,Japan_Kaggle Store_Using LLMs to Win Friends and Influence People
2020-05-02,Japan,Kaggle Store,Using LLMs to Win More Kaggle Competitions,148.3767495001428,Japan_Kaggle Store_Using LLMs to Win More Kaggle Competitions
2020-05-02,Japan,Kaggle Store,Using LLMs to Write Better,155.26374180534543,Japan_Kaggle Store_Using LLMs to Write Better
2020-05-02,Japan,Kagglazon,Using LLMs to Improve Your Coding,618.9345906902088,Japan_Kagglazon_Using LLMs to Improve Your Coding
2020-05-02,Japan,Kagglazon,Using LLMs to Train More LLMs,655.0152071909097,Japan_Kagglazon_Using LLMs to Train More LLMs
2020-05-02,Japan,Kagglazon,Using LLMs to Win Friends and Influence People,102.42681818181819,Japan_Kagglazon_Using LLMs to Win Friends and Influence People
2020-05-02,Japan,Kagglazon,Using LLMs to Win More Kaggle Competitions,527.6752370239434,Japan_Kagglazon_Using LLMs to Win More Kaggle Competitions
2020-05-02,Japan,Kagglazon,Using LLMs to Write Better,664.4836793225894,Japan_Kagglazon_Using LLMs to Write Better
2020-05-02,Spain,Kaggle Learn,Using LLMs to Improve Your Coding,77.03172666259916,Spain_Kaggle Learn_Using LLMs to Improve Your Coding
2020-05-02,Spain,Kaggle Learn,Using LLMs to Train More LLMs,82.59195979899498,Spain_Kaggle Learn_Using LLMs to Train More LLMs
2020-05-02,Spain,Kaggle Learn,Using LLMs to Win Friends and Influence People,13.638888888888891,Spain_Kaggle Learn_Using LLMs to Win Friends and Influence People
2020-05-02,Spain,Kaggle Learn,Using LLMs to Win More Kaggle Competitions,67.11727528089888,Spain_Kaggle Learn_Using LLMs to Win More Kaggle Competitions
2020-05-02,Spain,Kaggle Learn,Using LLMs to Write Better,73.25778388278388,Spain_Kaggle Learn_Using LLMs to Write Better
2020-05-02,Spain,Kaggle Store,Using LLMs to Improve Your Coding,107.68355288647811,Spain_Kaggle Store_Using LLMs to Improve Your Coding
2020-05-02,Spain,Kaggle Store,Using LLMs to Train More LLMs,130.97132377459153,Spain_Kaggle Store_Using LLMs to Train More LLMs
2020-05-02,Spain,Kaggle Store,Using LLMs to Win Friends and Influence People,20.09628008752735,Spain_Kaggle Store_Using LLMs to Win Friends and Influence People
2020-05-02,Spain,Kaggle Store,Using LLMs to Win More Kaggle Competitions,101.99632690541782,Spain_Kaggle Store_Using LLMs to Win More Kaggle Competitions
2020-05-02,Spain,Kaggle Store,Using LLMs to Write Better,119.90079999999999,Spain_Kaggle Store_Using LLMs to Write Better
2020-05-02,Spain,Kagglazon,Using LLMs to Improve Your Coding,411.29067760034525,Spain_Kagglazon_Using LLMs to Improve Your Coding
2020-05-02,Spain,Kagglazon,Using LLMs to Train More LLMs,447.52896070412527,Spain_Kagglazon_Using LLMs to Train More LLMs
2020-05-02,Spain,Kagglazon,Using LLMs to Win Friends and Influence People,76.38307155322862,Spain_Kagglazon_Using LLMs to Win Friends and Influence People
2020-05-02,Spain,Kagglazon,Using LLMs to Win More Kaggle Competitions,352.09515204386844,Spain_Kagglazon_Using LLMs to Win More Kaggle Competitions
2020-05-02,Spain,Kagglazon,Using LLMs to Write Better,406.53051768214743,Spain_Kagglazon_Using LLMs to Write Better
2020-05-03,Argentina,Kaggle Learn,Using LLMs to Improve Your Coding,33.73804971319312,Argentina_Kaggle Learn_Using LLMs to Improve Your Coding
2020-05-03,Argentina,Kaggle Learn,Using LLMs to Train More LLMs,34.8937101910828,Argentina_Kaggle Learn_Using LLMs to Train More LLMs
2020-05-03,Argentina,Kaggle Learn,Using LLMs to Win Friends and Influence People,4.874999999999999,Argentina_Kaggle Learn_Using LLMs to Win Friends and Influence People
2020-05-03,Argentina,Kaggle Learn,Using LLMs to Win More Kaggle Competitions,29.06884875846501,Argentina_Kaggle Learn_Using LLMs to Win More Kaggle Competitions
2020-05-03,Argentina,Kaggle Learn,Using LLMs to Write Better,33.56866537717602,Argentina_Kaggle Learn_Using LLMs to Write Better
2020-05-03,Argentina,Kaggle Store,Using LLMs to Improve Your Coding,50.75992555831266,Argentina_Kaggle Store_Using LLMs to Improve Your Coding
2020-05-03,Argentina,Kaggle Store,Using LLMs to Train More LLMs,53.667269906928645,Argentina_Kaggle Store_Using LLMs to Train More LLMs
2020-05-03,Argentina,Kaggle Store,Using LLMs to Win Friends and Influence People,8.202554744525548,Argentina_Kaggle Store_Using LLMs to Win Friends and Influence People
2020-05-03,Argentina,Kaggle Store,Using LLMs to Win More Kaggle Competitions,45.533236994219656,Argentina_Kaggle Store_Using LLMs to Win More Kaggle Competitions
2020-05-03,Argentina,Kaggle Store,Using LLMs to Write Better,49.856416772554006,Argentina_Kaggle Store_Using LLMs to Write Better
2020-05-03,Argentina,Kagglazon,Using LLMs to Improve Your Coding,184.48905109489053,Argentina_Kagglazon_Using LLMs to Improve Your Coding
2020-05-03,Argentina,Kagglazon,Using LLMs to Train More LLMs,184.30128563443265,Argentina_Kagglazon_Using LLMs to Train More LLMs
2020-05-03,Argentina,Kagglazon,Using LLMs to Win Friends and Influence People,30.186338289962826,Argentina_Kagglazon_Using LLMs to Win Friends and Influence People
2020-05-03,Argentina,Kagglazon,Using LLMs to Win More Kaggle Competitions,152.03985932004687,Argentina_Kagglazon_Using LLMs to Win More Kaggle Competitions
2020-05-03,Argentina,Kagglazon,Using LLMs to Write Better,174.2930452397029,Argentina_Kagglazon_Using LLMs to Write Better
2020-05-03,Canada,Kaggle Learn,Using LLMs to Improve Your Coding,128.19726263399693,Canada_Kaggle Learn_Using LLMs to Improve Your Coding
2020-05-03,Canada,Kaggle Learn,Using LLMs to Train More LLMs,130.79768740031898,Canada_Kaggle Learn_Using LLMs to Train More LLMs
2020-05-03,Canada,Kaggle Learn,Using LLMs to Win Friends and Influence People,23.599999999999998,Canada_Kaggle Learn_Using LLMs to Win Friends and Influence People
2020-05-03,Canada,Kaggle Learn,Using LLMs to Win More Kaggle Competitions,119.28964757709252,Canada_Kaggle Learn_Using LLMs to Win More Kaggle Competitions
2020-05-03,Canada,Kaggle Learn,Using LLMs to Write Better,123.82277497085114,Canada_Kaggle Learn_Using LLMs to Write Better
2020-05-03,Canada,Kaggle Store,Using LLMs to Improve Your Coding,199.04440628066735,Canada_Kaggle Store_Using LLMs to Improve Your Coding
2020-05-03,Canada,Kaggle Store,Using LLMs to Train More LLMs,210.1172680412371,Canada_Kaggle Store_Using LLMs to Train More LLMs
2020-05-03,Canada,Kaggle Store,Using LLMs to Win Friends and Influence People,31.403688524590162,Canada_Kaggle Store_Using LLMs to Win Friends and Influence People
2020-05-03,Canada,Kaggle Store,Using LLMs to Win More Kaggle Competitions,179.00447718082034,Canada_Kaggle Store_Using LLMs to Win More Kaggle Competitions
2020-05-03,Canada,Kaggle Store,Using LLMs to Write Better,201.8230616302187,Canada_Kaggle Store_Using LLMs to Write Better
2020-05-03,Canada,Kagglazon,Using LLMs to Improve Your Coding,693.734039359573,Canada_Kagglazon_Using LLMs to Improve Your Coding
2020-05-03,Canada,Kagglazon,Using LLMs to Train More LLMs,775.3599634786578,Canada_Kagglazon_Using LLMs to Train More LLMs
2020-05-03,Canada,Kagglazon,Using LLMs to Win Friends and Influence People,127.4028230184582,Canada_Kagglazon_Using LLMs to Win Friends and Influence People
2020-05-03,Canada,Kagglazon,Using LLMs to Win More Kaggle Competitions,663.6218078087403,Canada_Kagglazon_Using LLMs to Win More Kaggle Competitions
2020-05-03,Canada,Kagglazon,Using LLMs to Write Better,738.8635782102216,Canada_Kagglazon_Using LLMs to Write Better
2020-05-03,Estonia,Kaggle Learn,Using LLMs to Improve Your Coding,63.267845003399046,Estonia_Kaggle Learn_Using LLMs to Improve Your Coding
2020-05-03,Estonia,Kaggle Learn,Using LLMs to Train More LLMs,76.33247863247864,Estonia_Kaggle Learn_Using LLMs to Train More LLMs
2020-05-03,Estonia,Kaggle Learn,Using LLMs to Win Friends and Influence People,10.402941176470588,Estonia_Kaggle Learn_Using LLMs to Win Friends and Influence People
2020-05-03,Estonia,Kaggle Learn,Using LLMs to Win More Kaggle Competitions,57.67925659472423,Estonia_Kaggle Learn_Using LLMs to Win More Kaggle Competitions
2020-05-03,Estonia,Kaggle Learn,Using LLMs to Write Better,69.88721413721413,Estonia_Kaggle Learn_Using LLMs to Write Better
2020-05-03,Estonia,Kaggle Store,Using LLMs to Improve Your Coding,99.5313204146012,Estonia_Kaggle Store_Using LLMs to Improve Your Coding
2020-05-03,Estonia,Kaggle Store,Using LLMs to Train More LLMs,117.9314903846154,Estonia_Kaggle Store_Using LLMs to Train More LLMs
2020-05-03,Estonia,Kaggle Store,Using LLMs to Win Friends and Influence People,18.428211586901764,Estonia_Kaggle Store_Using LLMs to Win Friends and Influence People
2020-05-03,Estonia,Kaggle Store,Using LLMs to Win More Kaggle Competitions,93.05645161290323,Estonia_Kaggle Store_Using LLMs to Win More Kaggle Competitions
2020-05-03,Estonia,Kaggle Store,Using LLMs to Write Better,102.51893764434179,Estonia_Kaggle Store_Using LLMs to Write Better
2020-05-03,Estonia,Kagglazon,Using LLMs to Improve Your Coding,342.74099975675017,Estonia_Kagglazon_Using LLMs to Improve Your Coding
2020-05-03,Estonia,Kagglazon,Using LLMs to Train More LLMs,429.3093888488097,Estonia_Kagglazon_Using LLMs to Train More LLMs
2020-05-03,Estonia,Kagglazon,Using LLMs to Win Friends and Influence People,69.76095617529882,Estonia_Kagglazon_Using LLMs to Win Friends and Influence People
2020-05-03,Estonia,Kagglazon,Using LLMs to Win More Kaggle Competitions,344.5855798031664,Estonia_Kagglazon_Using LLMs to Win More Kaggle Competitions
2020-05-03,Estonia,Kagglazon,Using LLMs to Write Better,365.77430555555554,Estonia_Kagglazon_Using LLMs to Write Better
2020-05-03,Japan,Kaggle Learn,Using LLMs to Improve Your Coding,113.53041825095056,Japan_Kaggle Learn_Using LLMs to Improve Your Coding
2020-05-03,Japan,Kaggle Learn,Using LLMs to Train More LLMs,122.34664948453607,Japan_Kaggle Learn_Using LLMs to Train More LLMs
2020-05-03,Japan,Kaggle Learn,Using LLMs to Win Friends and Influence People,19.125,Japan_Kaggle Learn_Using LLMs to Win Friends and Influence People
2020-05-03,Japan,Kaggle Learn,Using LLMs to Win More Kaggle Competitions,99.1984396200814,Japan_Kaggle Learn_Using LLMs to Win More Kaggle Competitions
2020-05-03,Japan,Kaggle Learn,Using LLMs to Write Better,112.90789977046671,Japan_Kaggle Learn_Using LLMs to Write Better
2020-05-03,Japan,Kaggle Store,Using LLMs to Improve Your Coding,183.7011380504701,Japan_Kaggle Store_Using LLMs to Improve Your Coding
2020-05-03,Japan,Kaggle Store,Using LLMs to Train More LLMs,218.54629437409176,Japan_Kaggle Store_Using LLMs to Train More LLMs
2020-05-03,Japan,Kaggle Store,Using LLMs to Win Friends and Influence People,27.623595505617974,Japan_Kaggle Store_Using LLMs to Win Friends and Influence People
2020-05-03,Japan,Kaggle Store,Using LLMs to Win More Kaggle Competitions,160.34261639531562,Japan_Kaggle Store_Using LLMs to Win More Kaggle Competitions
2020-05-03,Japan,Kaggle Store,Using LLMs to Write Better,172.2457135653051,Japan_Kaggle Store_Using LLMs to Write Better
2020-05-03,Japan,Kagglazon,Using LLMs to Improve Your Coding,610.602778892456,Japan_Kagglazon_Using LLMs to Improve Your Coding
2020-05-03,Japan,Kagglazon,Using LLMs to Train More LLMs,734.4109898807169,Japan_Kagglazon_Using LLMs to Train More LLMs
2020-05-03,Japan,Kagglazon,Using LLMs to Win Friends and Influence People,116.74454545454547,Japan_Kagglazon_Using LLMs to Win Friends and Influence People
2020-05-03,Japan,Kagglazon,Using LLMs to Win More Kaggle Competitions,588.086654346778,Japan_Kagglazon_Using LLMs to Win More Kaggle Competitions
2020-05-03,Japan,Kagglazon,Using LLMs to Write Better,715.4112605845397,Japan_Kagglazon_Using LLMs to Write Better
2020-05-03,Spain,Kaggle Learn,Using LLMs to Improve Your Coding,79.73459426479562,Spain_Kaggle Learn_Using LLMs to Improve Your Coding
2020-05-03,Spain,Kaggle Learn,Using LLMs to Train More LLMs,92.16783919597991,Spain_Kaggle Learn_Using LLMs to Train More LLMs
2020-05-03,Spain,Kaggle Learn,Using LLMs to Win Friends and Influence People,13.638888888888891,Spain_Kaggle Learn_Using LLMs to Win Friends and Influence People
2020-05-03,Spain,Kaggle Learn,Using LLMs to Win More Kaggle Competitions,71.1443117977528,Spain_Kaggle Learn_Using LLMs to Win More Kaggle Competitions
2020-05-03,Spain,Kaggle Learn,Using LLMs to Write Better,87.90934065934066,Spain_Kaggle Learn_Using LLMs to Write Better
2020-05-03,Spain,Kaggle Store,Using LLMs to Improve Your Coding,120.9778186749322,Spain_Kaggle Store_Using LLMs to Improve Your Coding
2020-05-03,Spain,Kaggle Store,Using LLMs to Train More LLMs,133.4424808269423,Spain_Kaggle Store_Using LLMs to Train More LLMs
2020-05-03,Spain,Kaggle Store,Using LLMs to Win Friends and Influence People,21.35229759299781,Spain_Kaggle Store_Using LLMs to Win Friends and Influence People
2020-05-03,Spain,Kaggle Store,Using LLMs to Win More Kaggle Competitions,101.99632690541782,Spain_Kaggle Store_Using LLMs to Win More Kaggle Competitions
2020-05-03,Spain,Kaggle Store,Using LLMs to Write Better,133.37279999999998,Spain_Kaggle Store_Using LLMs to Write Better
2020-05-03,Spain,Kagglazon,Using LLMs to Improve Your Coding,456.9896417781614,Spain_Kagglazon_Using LLMs to Improve Your Coding
2020-05-03,Spain,Kagglazon,Using LLMs to Train More LLMs,533.6388691322903,Spain_Kagglazon_Using LLMs to Train More LLMs
2020-05-03,Spain,Kagglazon,Using LLMs to Win Friends and Influence People,81.39179755671901,Spain_Kagglazon_Using LLMs to Win Friends and Influence People
2020-05-03,Spain,Kagglazon,Using LLMs to Win More Kaggle Competitions,427.35213110668,Spain_Kagglazon_Using LLMs to Win More Kaggle Competitions
2020-05-03,Spain,Kagglazon,Using LLMs to Write Better,492.8850394120154,Spain_Kagglazon_Using LLMs to Write Better
2020-05-04,Argentina,Kaggle Learn,Using LLMs to Improve Your Coding,25.30353728489484,Argentina_Kaggle Learn_Using LLMs to Improve Your Coding
2020-05-04,Argentina,Kaggle Learn,Using LLMs to Train More LLMs,31.859474522292995,Argentina_Kaggle Learn_Using LLMs to Train More LLMs
2020-05-04,Argentina,Kaggle Learn,Using LLMs to Win Friends and Influence People,4.874999999999999,Argentina_Kaggle Learn_Using LLMs to Win Friends and Influence People
2020-05-04,Argentina,Kaggle Learn,Using LLMs to Win More Kaggle Competitions,22.229119638826184,Argentina_Kaggle Learn_Using LLMs to Win More Kaggle Competitions
2020-05-04,Argentina,Kaggle Learn,Using LLMs to Write Better,28.533365570599614,Argentina_Kaggle Learn_Using LLMs to Write Better
2020-05-04,Argentina,Kaggle Store,Using LLMs to Improve Your Coding,40.607940446650126,Argentina_Kaggle Store_Using LLMs to Improve Your Coding
2020-05-04,Argentina,Kaggle Store,Using LLMs to Train More LLMs,47.53386763185108,Argentina_Kaggle Store_Using LLMs to Train More LLMs
2020-05-04,Argentina,Kaggle Store,Using LLMs to Win Friends and Influence People,6.562043795620439,Argentina_Kaggle Store_Using LLMs to Win Friends and Influence People
2020-05-04,Argentina,Kaggle Store,Using LLMs to Win More Kaggle Competitions,33.72832369942196,Argentina_Kaggle Store_Using LLMs to Win More Kaggle Competitions
2020-05-04,Argentina,Kaggle Store,Using LLMs to Write Better,42.979669631512074,Argentina_Kaggle Store_Using LLMs to Write Better
2020-05-04,Argentina,Kagglazon,Using LLMs to Improve Your Coding,166.04014598540147,Argentina_Kagglazon_Using LLMs to Improve Your Coding
2020-05-04,Argentina,Kagglazon,Using LLMs to Train More LLMs,187.37297372833987,Argentina_Kagglazon_Using LLMs to Train More LLMs
2020-05-04,Argentina,Kagglazon,Using LLMs to Win Friends and Influence People,28.59758364312268,Argentina_Kagglazon_Using LLMs to Win Friends and Influence People
2020-05-04,Argentina,Kagglazon,Using LLMs to Win More Kaggle Competitions,141.90386869871043,Argentina_Kagglazon_Using LLMs to Win More Kaggle Competitions
2020-05-04,Argentina,Kagglazon,Using LLMs to Write Better,155.85820391627277,Argentina_Kagglazon_Using LLMs to Write Better
2020-05-04,Canada,Kaggle Learn,Using LLMs to Improve Your Coding,105.25669984686064,Canada_Kaggle Learn_Using LLMs to Improve Your Coding
2020-05-04,Canada,Kaggle Learn,Using LLMs to Train More LLMs,118.57360446570974,Canada_Kaggle Learn_Using LLMs to Train More LLMs
2020-05-04,Canada,Kaggle Learn,Using LLMs to Win Friends and Influence People,16.14736842105263,Canada_Kaggle Learn_Using LLMs to Win Friends and Influence People
2020-05-04,Canada,Kaggle Learn,Using LLMs to Win More Kaggle Competitions,91.45539647577094,Canada_Kaggle Learn_Using LLMs to Win More Kaggle Competitions
2020-05-04,Canada,Kaggle Learn,Using LLMs to Write Better,103.63427905169063,Canada_Kaggle Learn_Using LLMs to Write Better
2020-05-04,Canada,Kaggle Store,Using LLMs to Improve Your Coding,161.6400883218842,Canada_Kaggle Store_Using LLMs to Improve Your Coding
2020-05-04,Canada,Kaggle Store,Using LLMs to Train More LLMs,177.69917525773195,Canada_Kaggle Store_Using LLMs to Train More LLMs
2020-05-04,Canada,Kaggle Store,Using LLMs to Win Friends and Influence People,26.379098360655735,Canada_Kaggle Store_Using LLMs to Win Friends and Influence People
2020-05-04,Canada,Kaggle Store,Using LLMs to Win More Kaggle Competitions,141.31932409012134,Canada_Kaggle Store_Using LLMs to Win More Kaggle Competitions
2020-05-04,Canada,Kaggle Store,Using LLMs to Write Better,155.35064612326042,Canada_Kaggle Store_Using LLMs to Write Better
2020-05-04,Canada,Kagglazon,Using LLMs to Improve Your Coding,566.7499666444296,Canada_Kagglazon_Using LLMs to Improve Your Coding
2020-05-04,Canada,Kagglazon,Using LLMs to Train More LLMs,674.1186943620178,Canada_Kagglazon_Using LLMs to Train More LLMs
2020-05-04,Canada,Kagglazon,Using LLMs to Win Friends and Influence People,96.7771444082519,Canada_Kagglazon_Using LLMs to Win Friends and Influence People
2020-05-04,Canada,Kagglazon,Using LLMs to Win More Kaggle Competitions,558.978848094388,Canada_Kagglazon_Using LLMs to Win More Kaggle Competitions
2020-05-04,Canada,Kagglazon,Using LLMs to Write Better,608.3175543734429,Canada_Kagglazon_Using LLMs to Write Better
2020-05-04,Estonia,Kaggle Learn,Using LLMs to Improve Your Coding,57.184398368456826,Estonia_Kaggle Learn_Using LLMs to Improve Your Coding
2020-05-04,Estonia,Kaggle Learn,Using LLMs to Train More LLMs,61.95099715099716,Estonia_Kaggle Learn_Using LLMs to Train More LLMs
2020-05-04,Estonia,Kaggle Learn,Using LLMs to Win Friends and Influence People,9.24705882352941,Estonia_Kaggle Learn_Using LLMs to Win Friends and Influence People
2020-05-04,Estonia,Kaggle Learn,Using LLMs to Win More Kaggle Competitions,51.543165467625904,Estonia_Kaggle Learn_Using LLMs to Win More Kaggle Competitions
2020-05-04,Estonia,Kaggle Learn,Using LLMs to Write Better,52.72193347193347,Estonia_Kaggle Learn_Using LLMs to Write Better
2020-05-04,Estonia,Kaggle Store,Using LLMs to Improve Your Coding,92.0664713835061,Estonia_Kaggle Store_Using LLMs to Improve Your Coding
2020-05-04,Estonia,Kaggle Store,Using LLMs to Train More LLMs,100.29687500000001,Estonia_Kaggle Store_Using LLMs to Train More LLMs
2020-05-04,Estonia,Kaggle Store,Using LLMs to Win Friends and Influence People,14.972921914357682,Estonia_Kaggle Store_Using LLMs to Win Friends and Influence People
2020-05-04,Estonia,Kaggle Store,Using LLMs to Win More Kaggle Competitions,82.17972350230416,Estonia_Kaggle Store_Using LLMs to Win More Kaggle Competitions
2020-05-04,Estonia,Kaggle Store,Using LLMs to Write Better,82.51524249422633,Estonia_Kaggle Store_Using LLMs to Write Better
2020-05-04,Estonia,Kagglazon,Using LLMs to Improve Your Coding,331.6450681099489,Estonia_Kagglazon_Using LLMs to Improve Your Coding
2020-05-04,Estonia,Kagglazon,Using LLMs to Train More LLMs,330.7607956302175,Estonia_Kagglazon_Using LLMs to Train More LLMs
2020-05-04,Estonia,Kagglazon,Using LLMs to Win Friends and Influence People,56.97144754316069,Estonia_Kagglazon_Using LLMs to Win Friends and Influence People
2020-05-04,Estonia,Kagglazon,Using LLMs to Win More Kaggle Competitions,272.69362430466407,Estonia_Kagglazon_Using LLMs to Win More Kaggle Competitions
2020-05-04,Estonia,Kagglazon,Using LLMs to Write Better,326.49652777777777,Estonia_Kagglazon_Using LLMs to Write Better
2020-05-04,Japan,Kaggle Learn,Using LLMs to Improve Your Coding,101.57984790874524,Japan_Kaggle Learn_Using LLMs to Improve Your Coding
2020-05-04,Japan,Kaggle Learn,Using LLMs to Train More LLMs,100.49903350515464,Japan_Kaggle Learn_Using LLMs to Train More LLMs
2020-05-04,Japan,Kaggle Learn,Using LLMs to Win Friends and Influence People,15.75,Japan_Kaggle Learn_Using LLMs to Win Friends and Influence People
2020-05-04,Japan,Kaggle Learn,Using LLMs to Win More Kaggle Competitions,89.40106286748077,Japan_Kaggle Learn_Using LLMs to Win More Kaggle Competitions
2020-05-04,Japan,Kaggle Learn,Using LLMs to Write Better,99.83435348125478,Japan_Kaggle Learn_Using LLMs to Write Better
2020-05-04,Japan,Kaggle Store,Using LLMs to Improve Your Coding,157.11281543790207,Japan_Kaggle Store_Using LLMs to Improve Your Coding
2020-05-04,Japan,Kaggle Store,Using LLMs to Train More LLMs,159.8323645422462,Japan_Kaggle Store_Using LLMs to Train More LLMs
2020-05-04,Japan,Kaggle Store,Using LLMs to Win Friends and Influence People,25.321629213483142,Japan_Kaggle Store_Using LLMs to Win Friends and Influence People
2020-05-04,Japan,Kaggle Store,Using LLMs to Win More Kaggle Competitions,126.83818908883175,Japan_Kaggle Store_Using LLMs to Win More Kaggle Competitions
2020-05-04,Japan,Kaggle Store,Using LLMs to Write Better,147.98575390821986,Japan_Kaggle Store_Using LLMs to Write Better
2020-05-04,Japan,Kagglazon,Using LLMs to Improve Your Coding,539.1872491974318,Japan_Kagglazon_Using LLMs to Improve Your Coding
2020-05-04,Japan,Kagglazon,Using LLMs to Train More LLMs,618.6254734580813,Japan_Kagglazon_Using LLMs to Train More LLMs
2020-05-04,Japan,Kagglazon,Using LLMs to Win Friends and Influence People,98.02136363636365,Japan_Kagglazon_Using LLMs to Win Friends and Influence People
2020-05-04,Japan,Kagglazon,Using LLMs to Win More Kaggle Competitions,515.3463763458138,Japan_Kagglazon_Using LLMs to Win More Kaggle Competitions
2020-05-04,Japan,Kagglazon,Using LLMs to Write Better,563.8410782573067,Japan_Kagglazon_Using LLMs to Write Better
2020-05-04,Spain,Kaggle Learn,Using LLMs to Improve Your Coding,70.274557657108,Spain_Kaggle Learn_Using LLMs to Improve Your Coding
2020-05-04,Spain,Kaggle Learn,Using LLMs to Train More LLMs,77.80402010050251,Spain_Kaggle Learn_Using LLMs to Train More LLMs
2020-05-04,Spain,Kaggle Learn,Using LLMs to Win Friends and Influence People,11.15909090909091,Spain_Kaggle Learn_Using LLMs to Win Friends and Influence People
